商品评论,情感分析结果,评价倾向
6、奶粉很容易泡开，味道好，一点也不腥，孕早期就在吐，喝点牛奶*强营养。,0.23164217699448308,不喜欢
7、怀大宝就是喝安满的牛奶，不腥，很好喝，这次怀二胎又来了，还是一样的味道，很好喝，棒棒哒。,0.9829086201332535,喜欢
8、奶粉质量比较好，冲出来没有颗粒，很容易融化，不过有点甜，味道，清淡一点就好了。,0.2990061249911582,不喜欢
奶粉质量特别好，一直在喝这个牌子的孕妇奶粉，口味清淡，也不担心孕吐，营养丰富充足，每天八勺子，也不用单独补充dha了，含有益生菌，不会便秘，特别喜欢。包装非常精致美观，封口盖子密封型更高，不怕奶粉受潮，结块。物流速度也是越来越快越来越好，快递小哥配送很及时，昨天晚上下单，第二天就到了，速度真是太快了。客服服务也很好，第一时间解决所有问题，赞赞哒,0.8973642846907798,喜欢
很早以前就已经收到货了，没有空上来评价。  以前怀一胎的时候也是喝这个奶粉味道比较清淡一点吧，   营养也比较全面   孕吐的时候可以补充胎儿的各种营养。,0.9452941710412686,喜欢
奶粉很不错，宝宝喝了消化睡眠都很好，奶粉奶源比较放心，含有益生菌和益生元，良好的营养基础是营养吸收的源泉，安满奶粉营养全面，奶味纯正，是宝宝最佳的选择，奶粉溶解性比较好，喝了也没有上火的情况，验证了是正品,0.9999999999893074,喜欢
正品验证：国产正品和母婴店卖的完全一样，去对比过，这个可以保真的,0.04606876213389388,不喜欢
营养添加：具体不知道，看看效果再说，原装进口的，还有母婴店的，京东国产都买过，希望对宝宝好吧，呵呵,0.2571476031542901,不喜欢
口感：口感还可以，微甜，我也尝了一口，没有膻味,0.062164563161611675,不喜欢
消化吸收：吸收很好，很舒服不拉肚子,0.9696293217333734,喜欢
第一胎也喝安满，那时候还没出这个升级版。现在二胎看到有这个升级版，对比过旧版本，营养更全面了。口感也很好。会继续关注的。很好！,0.9942006439206602,喜欢
正品验证：京东自营的东西，正品无疑。,0.09789682117505205,不喜欢
营养添加：这款奶粉营养很全面，该有的配方和个别强化配方都有，营养丰富。,0.9978942133357361,喜欢
脂肪含量：脂肪含量不太高，能有效保持身材。,0.5828915959201327,一般
口感：最主要的是口感清淡，有淡淡的冰淇淋的味道，另外奶香味足，味道很好。,0.5861753081238712,一般
消化吸收：容易消化吸收，喝了这么久了，基本不上火。,0.958997107566977,喜欢
奶粉收到了，已经喝了几天了，口感还不错，很多孕妈都推荐这款安满奶粉，喝起来还不错，没有腥味，看详情说奶粉还富含叶酸DHA及多种维生素和矿物质，还减少40%的脂肪，补充孕期所需各种营养，产地是新西兰进口奶粉，物流也很快，第二天就收到了。,0.9999924173186948,喜欢
正品验证：京东自营必是正品，这方面我从来不担心,0.049902750478952984,不喜欢
营养配方：这款奶粉营养配方很全面,0.8508290004003065,喜欢
消化吸收：宝宝喝了不上火便秘，吸收可以,0.9979577129835571,喜欢
溶解性：溶解度好,0.6670789396184037,喜欢
其他特色：罐子紫色很好看,0.9374856140664313,喜欢
"""""",0.5,一般
这款奶粉真的非常不错，京东自营正品保障，我没有担心过，这款奶粉还是由安满孕妇奶粉得知的，真的很不错，小孩喝了消化吸收好，不上火不便秘，奶粉有点腥味但是不影响冲泡后的奶味，很不错，而且京东也太好了吧，买奶粉还送了5片纸尿裤试用装，小孩刚好可以用，大爱京东。真的是太赞了，网购选择京东平台，我放心，我要声明，我不是托，哈哈，在京东自营购物的便利和优惠，谁买谁知道。,0.033898681173779144,不喜欢
大大小小物品基本都在京东自营下单，包括小孩的奶粉，纸尿裤，通通自营，真的是太给力了，必须支持！我爱京东！表白表白，哈哈,0.004039898945228382,不喜欢
这个刚刚新入手的安满（A**um）智孕宝品牌孕妇配方奶粉，味道非常好，老婆非常喜欢营养丰富，前几天弱鸡弱鸡的，查血显示蛋白到底正常下限，吃了一阵子后，脸色都好很多。关键是，对于孕吐严重的人来说，一样的一款产品，能够补充很多能力，很多营养物质。一罐就有800克，有勺子，4勺子配200ml水，喝一餐，一天要个好几次！好家伙！这个是新西兰原装进口的产品是个很好的货，质量杠杠的也是很不错，经过专业鉴定的确是正品。做工精美绝伦，简直鬼斧神工，手感非常好。活动价格，力度非常非常大，算起来很便宜，很是喜欢，商家发货非常快快速，物流也的确是超级给力，很快就到了，商家服务态度热情，很好好，很周到！！！很不错的一次购物体验，下次再来购买。,0.9999158692341361,喜欢
正品验证：新西兰原装进口，正品,0.24506464878963907,不喜欢
营养添加：丰富,0.8727192221463104,喜欢
口感：非常好，很值很喜欢,0.9763146842796401,喜欢
消化吸收：比较快，不拉肚子,0.8211278823219698,喜欢
我现在是孕8个多月了，之前是喝的其他牌子的孕妇奶粉，第一次买安满这个牌子的孕妇奶粉，虽然价格比另一个牌子的便宜很多，但是感觉营养成分啊，粉质那些都还挺不错的。这款奶粉的粉质很细腻，很容易溶于水的，不会结块，然后味道也还不错哦！,0.9995799546543099,喜欢
正品验证：刚刚收到了，已经验货了。是正品。很好很满意，这个味道我很喜欢,0.9901985858035883,喜欢
奶粉收到了，京东很给力，促销价格便宜，一直京东买他家的奶粉，孕妇的就买了一堆，孩子出生一条龙下来了，媳妇孕期反应大，喝他家奶粉很顺口，宝宝也喝着没问题，就是价格波动太大了，宝宝喝着顺口也不打算换牌子了，喝着看吧！辛苦快递师傅了！,0.9999908494244113,喜欢
安满智孕宝孕妇配方奶粉，专为怀孕和哺乳期妇女设计，为妈妈们在怀孕期补充营养，保证胎儿的健康成长。一直被妈妈们推荐为孕妇奶粉第一品牌，拥有不错的口碑。我从孕期第4个半月开始吃，平常也会纯牛奶交替着喝，如今已经喝了3罐了。中间也有喝过一次美素佳儿的孕妇奶粉，个人觉得有很大的奶腥味儿，而这款安满智孕宝孕妇配方奶粉，味道比较清甜，很适合孕期这段对气味敏感的时期。身边的孕妇朋友，我也都是推荐的这款，大家反响也都很不错。每天保证早晚各一杯，真的是一款能做到长胎不长肉的奶粉，在价格方面也是很实惠经济。同时，安满智孕宝孕妇配方奶粉是使用新西兰奶源进行制造的，非常可靠。总之，这款奶粉将会是我孕期一直会选择喝下去的品牌，真的是为我们孕妈妈们量身定做的一款奶粉！,1.0,喜欢
看了许多奶粉，也看了许多广告，觉得还是安满的牌子最好，有助于孕妇吸收，脂肪含量没有或者很低，其他就是挺好喝的，分量很足也不贵，适合广大妇女同志享用。老婆每天晚上雷打不动喝一杯，感觉越来越漂亮，心情棒棒哒，有需要再回购！,0.9999974521991519,喜欢
非常满意，与经常喝的港版普通安满奶粉相比，这个脂肪含量更低，铁和锌的含量更高。最喜欢的是这个包装设计，勺子在顶层有个隔层，不用去奶粉里去捞了，每次使用完再放回，也没有手拿勺子放到奶粉中的污染风险。看评论说口感偏甜，我实际喝下来还是蛮清淡的，也比较易溶解。从怀孕开始，陆陆续续的美赞臣、雅培惠氏、安满几个牌子的中档和高档孕妇奶粉喝了个遍，因为这营养成分到底哪个更科学，更适合自己，谁也说不准，索性各个品牌轮着喝，营养更加均衡全面。现在哺乳期了，基本上固定喝安满这两款。搞活动299两罐，和普通装的差不多价格了，实惠。,0.999999965124733,喜欢
不错，收到货了，尝了一下，不是很甜，也不像有的羊奶很难以下咽。味道清新，营养元素也很全，卖家送了小勺子，赞一个！,0.8944550258456274,喜欢
先喝了试用装 像是正品 毕竟孕妇的东西 在实体喝了几罐很贵 网上这个便宜 买了试试 没什么差别 喜欢这个奶粉 不会便秘 会一直喝。,0.9143235903830468,喜欢
东西很不错，也很新鲜的日期，买来喝很放心，价格也很合适，喝完会继续来买，老板也很给力服务也不错，良心卖家吧，希望多出一些活动给到孕妈吗，哈哈哈，还是挺满意的，跟实体店买的没区别,0.9993679661970303,喜欢
很满意，从小到大第一次喝奶粉，小时候我妈说我从来没喝过奶粉，这味道还可以，挺喜欢的，我觉得吧水温很重要，我是半杯刚烧开的水加半杯饮水机冷水，放下去搅拌即容，好喝，哈哈，喝完再回购，这个孕期喝奶粉就你们家了。,0.995811904855454,喜欢
怀孕为了补充营养，找了很多款奶粉，安满这一款，性价比比较高，口感也非常喜欢，味道比较清淡不腥，吃起来有淡淡的牛奶味。期间也喝了其他品牌的奶粉，相对而言还是比较喜欢这一款。这一款性价比比较高。在活动的时候买，还会有赠品，选择京东主要是相信京东的品质，上面有防伪的码，扫了证明是正品。,0.9999875948489642,喜欢
怀孕开始一直喝的安满的这款孕妇奶粉。含有多种维生素，富含叶酸，额外添加了乳双歧杆菌和DHA。每天我都是早上一杯再泡上麦片，晚上睡前一杯。可以满足孕期的额外营养需求，有助于胎儿发育。生完宝宝的哺乳妈妈也可以喝。,0.999988250044749,喜欢
罐装奶粉还送的量勺，200ml温水加四勺奶粉冲调很方便。口感也不是很腥，奶味很足还伴有淡淡的甜味。是一款很适合准妈妈和哺乳妈妈的奶粉，推荐！,0.999972377412406,喜欢
选择安满奶粉，主要是看中它里面有一个联动配方，1000万脑细胞连接。能让宝宝更加的聪明。最重要的是他口味非常清淡，不含蔗糖。喝了也会更加放心。看到搞活动就马上入手了，感谢榴莲小山竹客服的贴心服务。让我感觉到这款奶粉是非常有性价比的。以后喝得好的，还会继续一直来关注的。,0.9999987149769115,喜欢
从怀上了三个月后 就开始喝 一直喝到分娩前一个月。医院里的护士介绍的，说孕妇要吃燕窝，后三个月喝孕妇奶粉，前三个月鹿茸，等等，反正喝完了就上京东，没有断过。感觉很不错，价格实惠，快递给力，值得购买。。。,0.9998395795326233,喜欢
正品验证：京东品质值得信赖。,0.9734842971168679,喜欢
营养添加：营养丰富什么物质都有。,0.9824474304079208,喜欢
脂肪含量：脂肪含量非常低，低脂奶粉。,0.9241523148271723,喜欢
口感：口感鲜甜，不发腥味，很好入喉。,0.010794320501870014,不喜欢
消化吸收：听老婆是易消化，口感好。,0.9823361838559213,喜欢
其他特色：这是第二罐了，老婆说以后就买这个牌子的，非常香味很浓，有牛奶味，大家可以多买一些存着。,0.43994136221347513,一般
正品验证：扫了码，证实是正品，从怀孕开始一直都在这家店买，没发现有什么问题！,0.005487989819896288,不喜欢
营养添加：营养比较均衡，从怀大宝到现在怀二宝都是喝这个牌子的，感觉很好！,0.9947953802195293,喜欢
脂肪含量：脂肪含量应该不高，长胎不长肉，因为我生完大宝一个月就恢复了！,0.34663286420518213,不喜欢
口感：没有腥味，很喜欢！,0.7717608783084793,喜欢
消化吸收：易吸收,0.8942728569032886,喜欢
其他特色：喜欢喝！,0.9966759937618899,喜欢
正品验证：买了好几次了，正品无疑，日期很正,0.5640873475634832,一般
口感：老婆说口感很好，不会腻，也不上火，喝完就赶紧补上，香味很浓,0.8015379773549683,喜欢
消化吸收：老婆每次都是早上和晚上喝，尤其是晚上，喝完睡眠很好，老婆说有助于消化，对身体很好,0.9999998579126246,喜欢
其他特色：看中了它是原罐进口，牌子也很有名。,0.9872535321674044,喜欢
正品验证：扫码验证了，确保正品，能够很好的溯源。,0.1907505375723424,不喜欢
营养配方：富含宝宝成长所需要的各种营养成分，平常再搭配主食，基本上不用担心宝宝的成长。,0.9999948962192862,喜欢
消化吸收：每天晚上给宝宝冲150ml左右，基本上都能够喝完，然后就乖乖的睡觉。,0.9998852465592127,喜欢
溶解性：易溶性还是很好的，放到水里，一会就溶解了。,0.11627393403709418,不喜欢
口感：淡淡的甜味，是我想要的味道，而且温水很容易搅拌均匀。喝起来很香，虽然我自己平常很懒，但是一想到它既营养丰富，而且操作也简单，便会每天泡上两杯补充能量。,0.9997924728830266,喜欢
运输：快递包装的很好，很结实。而且京东快递快捷、方便。直接送货到家，对品质和速度都很放心！,0.20906976920996168,不喜欢
值得继续回购！,0.8063411376759839,喜欢
已经买过一次了，所以很放心，给孕妈喝的。在东上面之前做过功课，而且老婆觉得很不错，也没有上火的情况，现在宝宝已经出生了，孕妈更需要补充营养。除了日常膳食，孕妇奶粉提供了更多更全面的微量元素。时不时来上一两杯，也是需要的，推荐购买。,0.9999998133763646,喜欢
这款婴儿奶粉真的是不错的，孕期一直喝的安满奶粉。然后因为奶粉继续用安满的，主要看中了他一个口感清淡。不添加蔗糖。感觉味道非常好，宝宝很爱喝。还有感谢榴莲小山竹客服的热情服务。以后买奶粉就认准安满了，特色的他家的一个配方联动配方。非常看重这一点，这样子对孩子以后上学的记忆力都有很大的好处。还会继续来光顾的。,0.9999999999995626,喜欢
感谢客服榴莲小山竹。,0.7732018802349072,喜欢
选择安满看中的是国际百年大品牌，而且溶解性非常好，各方面的营养素都比较均衡，很适合孕期哺乳期食用，而且奶味香浓可口。每次冲调奶粉准备好一个干净奶瓶，200ml40度温水4勺奶粉，补充足够的营养最好是早晚各一杯，这样宝宝和妈妈的营养就充了。京东配送很快，包装也非常好，而且价钱也很便宜。,0.9999999999733475,喜欢
安满的婴幼儿奶粉，此款奶粉属于进口的奶粉，奶粉细腻，比国内的奶粉颜色偏黄嫩些，口感也微甜，还很香。营养价格也非常高，很适合宝宝长身体。奶粉产地是新西兰，那边环境好，出口的奶粉质量有保证。,0.9999999935002521,喜欢
安满奶粉还是很牛的呀，新西兰的老品牌了，业界口碑很好。婴幼儿系列的奶粉比较细腻，好冲开也好消化，宝宝肠胃没什么负担，而且还有益生菌和益生元组合。孕妇版的味道鲜美，物流快，很好喝，下次还买，推荐每个孕妈购买。,0.9999918414997842,喜欢
孕期前三个月吃不下什么东西，担心营养不足，在朋友的介绍下，买了这款安满奶粉。奶味很香醇，喝起来很舒服，所以早晚来一杯。在实体店买的一罐喝完后，大过年的，在京东上买。三十晚上下单，没想到正月初二竟然送达了！日期也新鲜哦！以后可以继续京东购咯！,0.744618415310191,喜欢
正品验证：首先肯定是正品，买了这么多年了，还没踩到雷。,0.6528747566661774,喜欢
营养添加：这款奶粉营养很全面，dha含量也挺高的，其他的营养也都可以。,0.998982103184682,喜欢
脂肪含量：脂肪含量不是很高。,0.9765471250649768,喜欢
口感：口感清淡，奶味很足，没什么腥味。,0.10441905115004535,不喜欢
消化吸收：喝了好几罐，没什么上火的现象，多喝水就没有任何问题。,0.7914784930967154,喜欢
在网上对比了好多，最后还是选择安满的，也是第一次买不知道真假，所以抱着试一试的态度买了，果然没让人失望。买回来就让老婆冲着喝了，说挺香的，没有很腻的感觉，自己也想试一试，也冲着喝了，味道很不错，值得推荐。,0.9998127044838244,喜欢
老婆二胎，整天胃口不好，营养补充不进去，想到孕妇奶粉补充一下营养。挑选了很多品牌，这款销量多，口碑也好，试着买了一罐。京东送货很快，果然如大家说的，没有反胃的状态出现，早晚各一杯，配上新鲜水果，补充营养，而且包装也很严密，就是小勺子深深埋在奶粉里面，不好找。喝完还会买。,0.9999956481632212,喜欢
